,Nom,Mouvement,summary,sum_lem,mvm_label
477,Jules_Barbey_d'Aurevilly,décadentisme,"Jules Amédée Barbey d'Aurevilly, dit Jules Barbey d'Aurevilly ([ ʒyl baʀbe dɔʀeviji] ou [ ʒyl baʀbe dɔʀœviji]), est un écrivain français, né le 2 novembre 1808 à Saint-Sauveur-le-Vicomte (Manche) et mort le 23 avril 1889 à Paris des suites d'une hémorragie. Surnommé le « Connétable des lettres » par Léon Bloy, il a contribué à animer la vie littéraire française de la seconde moitié du XIXe siècle. Il a été à la fois romancier, nouvelliste, essayiste, poète, critique littéraire, journaliste, dandy (attitude de vie qu'il théorise d'ailleurs, avant Baudelaire, à travers son essai Du dandysme et de George Brummell), et polémiste.
Un temps républicain et démocrate, Barbey finit, sous l’influence de Joseph de Maistre, par adhérer à un monarchisme intransigeant, méprisant les évolutions et les valeurs d’un siècle bourgeois. Il revient au catholicisme vers 1846 et se fait le défenseur acharné de l’ultramontanisme et de l’absolutisme. Ses choix idéologiques nourriront une œuvre littéraire, d’une grande originalité, imprégnée de sa foi catholique et marquée par la question du mal et du péché.
À côté de ses textes de polémiste, qui se caractérisent par une critique de la modernité, du positivisme ou des hypocrisies du parti catholique, on retient surtout, même s'ils ont eu une diffusion relativement limitée (à l'exception notable de Une histoire sans nom en 1882 qui fut un véritable succès), ses romans et nouvelles, mélangeant des éléments du romantisme tardif (frénétisme), du fantastique (ou du surnaturalisme), présentant un certain réalisme historique, annonçant le symbolisme et le décadentisme. Son œuvre dépeint les ravages de la passion charnelle (Une vieille maîtresse, 1851), filiale (Un prêtre marié, 1865), politique (Le Chevalier des Touches, 1864) ou mystique (L’Ensorcelée, 1855). En particulier son recueil de nouvelles Les Diaboliques, paru tardivement en 1874, dans lequel l’insolite et la transgression plongent le lecteur dans un univers ambigu, a valu à son auteur d’être accusé d’immoralisme. Même si son œuvre a été saluée par Baudelaire et si plusieurs écrivains ont loué son talent extravagant, notamment à la fin de sa vie, Hugo, Flaubert ou Zola, dont il a vivement critiqué les œuvres, ne l'appréciaient pas. Ses « héritiers » sont Léon Bloy, Joris-Karl Huysmans, Octave Mirbeau ou Paul Bourget et sa vision du catholicisme a exercé une profonde influence sur l’œuvre de Bernanos.",Jules Amédée Barbey Aurevilly dit Jules Barbey Aurevilly ʒyl baʀbe dɔʀeviji ʒyl baʀbe dɔʀœviji écrivain français naître 2 novembre 1808 Manche mort 23 avril 1889 Paris suite hémorragie surnommer connétable lettre Léon Bloy avoir contribuer animer vie littéraire français second moitié xix siècle il avoir fois romancier nouvellist essayiste poète critique littéraire journaliste dandy attitude vie théorise ailleurs avant Baudelaire travers essai de dandysme George Brummell polémiste un temps républicain démocrate Barbey finit sous influence Joseph Maistre adhérer monarchisme intransigeant mépriser évolution valeur siècle bourgeois il revenir catholicisme vers 1846 faire défenseur acharné ultramontanisme absolutisme son choix idéologique nourrir œuvre littéraire grand originalité imprégner foi catholique marquer question mal péché à côté texte polémiste caractériser critique modernité positivisme hypocrisie parti catholique retenir surtout diffusion relativement limité exception notable un histoire sans nom 1882 véritable succès roman nouveau mélanger élément romantisme tardif frénétisme fantastique surnaturalisme présenter certain réalisme historique annoncer symbolisme décadentisme son œuvre dépeindre ravage passion charnel un vieux maîtresse 1851 filiale un prêtre marier 1865 politique le Chevalier Touches 1864 mystique Ensorcelée 1855 en particulier recueil nouveau le diabolique paraître tardivemer 1874 lequel insolite transgression plongent lecteur univers ambigu avoir valoir auteur être accuser immoralisme même si œuvre avoir saluer Baudelaire si plusieurs écrivain louer talent extravagant notamment fin vie Hugo Flaubert zola dont avoir vivement critiquer œuvre apprécier son héritier Léon Bloy Joris Karl Huysmans octave mirbeau Paul Bourget vision catholicisme avoir exercer profonde influence œuvre Bernanos,17
478,Maurice_Rollinat,décadentisme,"Joseph Auguste Maurice Rollinat, né à Châteauroux (Indre) le 29 décembre 1846 et mort à Ivry-sur-Seine le 26 octobre 1903, est un poète, musicien et interprète français.",Joseph Auguste Maurice Rollinat naître châteaurou Indre 29 décembre 1846 mort 26 octobre 1903 poète musicien interprèt français,17
479,Auguste_de_Villiers_de_l'Isle-Adam,décadentisme,"Auguste de Villiers de L'Isle-Adam, dit le « comte », puis (à partir de 1846) le marquis de Villiers de L'Isle-Adam, est un écrivain français d'origine bretonne, né le 7 novembre 1838 à Saint-Brieuc et mort le 18 août 1889 à Paris. Appelé Mathias par sa famille, simplement Villiers par ses amis, il utilisait le prénom d'Auguste sur la couverture de certains de ses livres.
Ses œuvres les plus connues aujourd'hui sont ses Contes cruels (1883), L'Ève future, un court roman, écrit en 1886, Tribulat Bonhomet, du nom du sinistre docteur positiviste, et Tueur de cygnes.",auguste Villiers Isle Adam dire comte puis partir 1846 marquis Villiers Isle Adam écrivain français origine breton naître 7 novembre 1838 mourir 18 août 1889 Paris appeler Mathias famille simplement Villiers ami utiliser prénom Auguste couverture certains livre son œuvre plus connu conte cruel 1883 Ève futur court roman écrire 1886 Tribulat Bonhomet nom sinistre docteur positiviste tueur cygne,17
480,Joris-Karl_Huysmans,décadentisme,"Joris-Karl Huysmans [ɥismɑ̃ːs], nom de plume de Charles Marie Georges Huysmans, est un écrivain et critique d'art français, né le 5 février 1848 à Paris et mort dans la même ville le 12 mai 1907.",Joris Karl Huysmans nom plume Charles Marie Georges Huysmans écrivain critique art français naître 5 février 1848 Paris mort ville 12 mai 1907,17
481,Jean_Moréas,décadentisme,"Ioánnis A. Papadiamantópoulos (en grec : Ιωάννης Α. Παπαδιαμαντόπουλος), dit Jean Moréas, né à Athènes le 15 avril 1856 et mort à Saint-Mandé (Seine) le 30 mars 1910, est un poète symboliste grec d'expression française.

",Ioánnis Papadiamantópoulos grec ιωάννης Παπαδιαμαντόπουλος dire Jean Moréas naître Athènes 15 avril 1856 mort Seine 30 mars 1910 poète symboliste grec expression français,17
482,Élémir_Bourges,décadentisme,"Élémir Bourges est un écrivain français, né à Manosque (Alpes-de-Haute-Provence) le 26 mars 1852 et mort à Auteuil (Seine-et-Oise) le 12 novembre 1925.",Élémir Bourges écrivain français naître Manosque Alpes Haute Provence 26 mars 1852 mort auteuil 12 novembre 1925,17
483,Jules_Laforgue,décadentisme,"Jules Laforgue né le 16 août 1860 à Montevideo et mort le 20 août 1887 à Paris, est un poète franco-uruguayen symboliste.
Connu pour être un des inventeurs du vers libre, il mêle, en une vision pessimiste du monde, mélancolie, humour et familiarité du style parlé.",Jules Laforgue naître 16 août 1860 Montevideo mort 20 août 1887 Paris poète symboliste connaître être inventeur vers libre mêle vision pessimiste monde mélancolie humour familiarité style parler,17
484,Henri_Beauclair,décadentisme,"Henri Eugène Amédée Beauclair, né le 21 décembre 1860 à Lisieux, mort le 11 mai 1919 à Paris, est un poète, romancier et journaliste français. Il cosigne certains ouvrages avec le romancier Gabriel Vicaire sous le pseudonyme collectif de Adoré Floupette.",Henri Eugène Amédée Beauclair naître 21 décembre 1860 Lisieux mourir 11 mai 1919 Paris poète romancier journaliste français il cosigne certain ouvrage romancier Gabriel Vicaire sous pseudonyme collectif Adoré Floupette,17
485,Gabriel_Vicaire,décadentisme,"Gabriel Vicaire, né le 24 janvier 1848 à Belfort et mort le 24 septembre 1900 à Paris, est un écrivain et poète français. Il cosigne certains ouvrages avec Henri Beauclair sous le pseudonyme collectif d’Adoré Floupette.",Gabriel Vicaire naître 24 janvier 1848 Belfort mort 24 septembre 1900 Paris écrivain poète français il cosigne certain ouvrage Henri beauclair sous pseudonyme collectif Adoré Floupette,17
486,Félicien_Champsaur,décadentisme,"Félicien Champsaur (10 janvier 1858-22 décembre 1934) est un journaliste, dramaturge, romancier, et poète français.
Aujourd’hui en partie oublié, il fut l’un des écrivains les plus productifs de la fin du XIXe siècle et de la première moitié du XXe siècle. Il laisse à la postérité une importante production journalistique et romanesque dont Dinah Samuel, d'après sa liaison avec Sarah Bernhardt, et Lulu, roman clownesque, publié en 1888, qui inspira La Boîte de Pandore de Frank Wedekind et l'opéra d'Alban Berg.",Félicien Champsaur 10 janvier 1858 22 décembre 1934 journaliste dramaturge romancier poète français partie oublier écrivain plus productif fin xix siècle premier moitié xx siècle il laisse postérité important production journalistique romanesque dont Dinah Samuel après liaison Sarah Bernhardt Lulu roman clownesque publier 1888 inspirer le boîte Pandore Frank Wedekind opéra Alban Berg,17
487,Paul_Devaux,décadentisme,"Paul Devaux (né le 10 avril 1801 à Bruges, mort le 30 janvier 1880 à Bruxelles) est un homme politique libéral belge du XIXe siècle, profondément engagé dans le mouvement unioniste.",Paul Devaux naître 10 avril 1801 Bruges mourir 30 janvier 1880 Bruxelles homme politique libéral belge xix siècle profondément engager mouvement unioniste,17
488,Louis_Dumur,décadentisme,"Louis Dumur (1863-1933) est un écrivain suisse romand, dont l’essentiel de la carrière littéraire se déroula à Paris, au sein du Mercure de France.",Louis Dumur 1863 1933 écrivain suisse romand dont essentiel carrière littéraire dérouler Paris sein Mercure France,17
489,Remy_de_Gourmont,décadentisme,"Remy de Gourmont, né le 4 avril 1858 au manoir de la Motte à Bazoches-au-Houlme, près d'Argentan (Orne), et mort le 27 septembre 1915  à Paris, est un écrivain français, à la fois romancier, journaliste et critique d'art, proche des symbolistes.

",remy Gourmont naître 4 avril 1858 manoir motte près Argentan Orne mort 27 septembre 1915 Paris écrivain français fois romancier journaliste critique art proche symboliste,17
490,Jean_Bertheroy,décadentisme,"Jean Bertheroy, de son vrai nom Berthe Clorine Jeanne Le Barillier (parfois orthographiée Berthe Clorinne Jeanne Le Barillier ou même Berthe Corinne Jeanne Le Barillier, sans doute par une suite d'erreurs de recopiage orthographique erroné dans les divers ouvrages où elle est citée), née à Bordeaux le 24 juillet 1858,,, et morte au Cannet, le 24 janvier 1927,, est une femme de lettres française.",Jean Bertheroy vrai nom Berthe clorine jeanne le Barillier parfois orthographier Berthe Clorinne jeanne le Barillier Berthe Corinne Jeanne le Barillier sans doute suite erreur recopiage orthographique erroner divers ouvrage où citer naître Bordeaux 24 juillet 1858 mort Cannet 24 janvier 1927 femme lettre français,17
491,Léon_Bloy,décadentisme,"Léon Bloy, né le 11 juillet 1846 à Périgueux et mort le 3 novembre 1917 à Bourg-la-Reine, est un romancier et essayiste français.
Connu pour son roman Le Désespéré, largement inspiré de sa relation avec Anne-Marie Roulé, il est aussi un polémiste célèbre.",Léon Bloy naître 11 juillet 1846 Périgueux mourir 3 novembre 1917 romancier essayiste français connaître roman le Désespéré largement inspirer relation Anne Marie Roulé aussi polémiste célèbre,17
492,René_Boylesve,décadentisme,"René Marie Auguste Tardiveau dit René Boylesve, né le 14 avril 1867 à Descartes (Indre-et-Loire) et mort le 14 janvier 1926 dans le 13e arrondissement de Paris, est un écrivain français.
Il passe sa jeunesse dans sa ville natale, puis à Tours. Il poursuit ses études à la Sorbonne. Il publie son premier texte en 1885, sa première nouvelle en 1888 et adopte son nom de plume définitif en 1893. Son œuvre est souvent inspirée par ses souvenirs d'enfance (La Becquée) ou de voyage (Le Parfum des îles Borromées) ou des pages de l'histoire de la Touraine (Mademoiselle Cloque). En 1918, il est élu à l'Académie française (fauteuil no 23). Il meurt en 1926 ; il est inhumé au cimetière de Passy à Paris.",René Marie auguste Tardiveau dire René Boylesve naître 14 avril 1867 Descartes mort 14 janvier 1926 13e arrondissement Paris écrivain français il passer jeunesse ville natal puis Tours il poursuivre étude Sorbonne il publier premier texte 1885 première nouveau 1888 adopte nom plume définitif 1893 son œuvre souvent inspirer souvenir enfance le Becquée voyage le Parfum île borromée page histoire Touraine Mademoiselle Cloque en 1918 élire académie français fauteuil no 23 il meurt 1926 inhumer cimetière passy Paris,17
493,Marcel_Proust,décadentisme,"Marcel Proust, né le 10 juillet 1871 à Paris où il est mort le 18 novembre 1922, est un écrivain français, dont l'œuvre principale est la suite romanesque intitulée À la recherche du temps perdu, publiée de 1913 à 1927.
Issu d'une famille aisée et cultivée (son père est professeur de médecine à Paris), Marcel Proust est un enfant de santé fragile, et il a toute sa vie de graves difficultés respiratoires causées par l'asthme. Très jeune, il fréquente des salons aristocratiques où il rencontre artistes et écrivains, ce qui lui vaut une réputation de dilettante mondain. Profitant de sa fortune, il n'a pas d'emploi et entreprend en 1895 un roman qui reste à l'état de fragments (publiés en 1952, à titre posthume, sous le titre Jean Santeuil). En 1900, il abandonne son projet et voyage à Venise et Padoue pour découvrir les œuvres d'art, en suivant les pas de John Ruskin, sur qui il publie des articles et dont il traduit deux livres : La Bible d'Amiens et Sésame et les Lys.
C'est en 1907 que Marcel Proust commence l'écriture de son grand œuvre À la recherche du temps perdu dont les sept tomes sont publiés entre 1913 (Du côté de chez Swann) et 1927, c'est-à-dire en partie après sa mort ; le deuxième volume, À l'ombre des jeunes filles en fleurs, obtient le prix Goncourt en 1919. Marcel Proust meurt épuisé en 1922, d'une bronchite mal soignée : il est inhumé au cimetière du Père-Lachaise à Paris, accompagné par une assistance nombreuse qui salue un écrivain d'importance et que les générations suivantes placent au plus haut en faisant de lui un mythe littéraire.
L'œuvre romanesque de Marcel Proust est une réflexion majeure sur le temps et la mémoire affective comme sur les fonctions de l'art qui doit proposer ses propres mondes, mais c'est aussi une réflexion sur l'amour et la jalousie, avec un sentiment de l'échec et du vide de l'existence qui colore en gris la vision proustienne où l'homosexualité tient une place importante. La Recherche constitue également une vaste comédie humaine de plus de deux cents personnages. Proust recrée des lieux révélateurs, qu'il s'agisse des lieux de l'enfance dans la maison de Tante Léonie à Combray ou des salons parisiens qui opposent les milieux aristocratiques et bourgeois, ces mondes étant évoqués d'une plume parfois acide par un narrateur à la fois captivé et ironique. Ce théâtre social est animé par des personnages très divers dont Proust ne dissimule pas les traits comiques : ces figures sont souvent inspirées par des personnes réelles, ce qui fait d’À la recherche du temps perdu en partie un roman à clef et le tableau d'une époque. La marque de Proust est aussi dans son style aux phrases souvent très longues, qui suivent la spirale de la création en train de se faire, cherchant à atteindre une totalité de la réalité qui échappe toujours.",Marcel Proust naître 10 juillet 1871 Paris où mourir 18 novembre 1922 écrivain français dont œuvre principal suite romanesque intituler à recherche temps perdre publier 1913 1927 issu famille aisé cultiver père professeur médecine Paris Marcel Proust enfant santé fragile avoir tout vie grave difficulté respiratoire causer asthme très jeune fréquente salon aristocratique où rencontre artiste écrivain valoir réputation dilettante mondain profiter fortune avoir emploi entreprendre 1895 roman reste état fragment publier 1952 titre posthume sous titre Jean Santeuil en 1900 abandonne projet voyage venise padoue découvrir œuvre art suivre John Ruskin publier article dont traduire deux livre le bible Amiens Sésame Lys 1907 Marcel Proust commencer écriture grand œuvre à recherche temps perdre dont sept tome publier entre 1913 de côté chez Swann 1927 dire partie après mort deuxième volume à ombre jeune fille fleur obtenir prix Goncourt 1919 Marcel Proust meurt épuiser 1922 bronchite mal soigner inhumer cimetière père Lachaise Paris accompagner assistance nombreux salue écrivain importance génération suivant placent plus haut faire mythe littéraire œuvre romanesque Marcel Proust réflexion majeur temps mémoire affectif comme fonction art devoir proposer propre monde aussi réflexion amour jalousie sentiment échec vide existence colore gris vision proustien où homosexualité tient place important le recherche constitue également vaste comédie humain plus deux cent personnage proust recrer lieu révélateur agir lieu enfance maison tante léonie Combray salon parisien opposer milieu aristocratique bourgeois monde évoquer plume parfois acide narrateur fois captiver ironique ce théâtre social animer personnage très divers dont Proust dissimule trait comique figure souvent inspirer personne réel faire à recherche temps perdre partie roman clef tableau époque le marque Proust aussi style phrase souvent très long suivre spirale création train faire chercher atteindre totalité réalité échappe toujours,17
494,Pierre_Louÿs,décadentisme,"Pierre Félix Louis, dit Pierre Louÿs, est un poète et romancier français, né à Gand (Belgique) le 10 décembre 1870 et mort à Paris 16e le 4 juin 1925.
Il est également connu sous les noms de plume Chrysis, Peter Lewys et Pibrac.

",Pierre Félix Louis dire Pierre Louÿs poète romancier français naître Gand Belgique 10 décembre 1870 mort Paris 16 4 juin 1925 il également connaître sous nom plume Chrysis Peter Lewys Pibrac,17
495,Jean_Lorrain,décadentisme,"Jean Lorrain, pseudonyme de Paul Alexandre Martin Duval, est un écrivain français à très forte tendance parnassienne, né le 9 août 1855 à Fécamp, en Haute-Normandie, et mort le 30 juin 1906 à Paris.
Jean Lorrain est l'un des écrivains scandaleux de la Belle Époque, au même titre que Rachilde, Hugues Rebell et Fabrice Delphi. Ses œuvres peuvent être rapprochées de la littérature fin de siècle. Il était ouvertement homosexuel, ce qui était très audacieux à l'époque.",Jean Lorrain pseudonyme Paul Alexandre Martin Duval écrivain français très fort tendance parnassien naître 9 août 1855 Fécamp mourir 30 juin 1906 Paris Jean Lorrain écrivain scandaleux Belle époque titre Rachilde Hugues Rebell Fabrice Delphi son œuvre pouvoir être rapprocher littérature fin siècle il ouvertement homosexuel très audacieux époque,17
496,Jane_de_La_Vaudère,décadentisme,"Jane de La Vaudère est le nom de plume de Jeanne Scrive, femme de lettres française (Paris, le 15 avril 1857 ; ibid., le 26 juillet 1908). Son œuvre, à l'intersection du naturalisme et du mouvement décadent, est représentative de l'esprit et du style fin-de-siècle. Disposant d'un assez large public avant la Grande Guerre, traduite dans plusieurs langues (allemand, portugais, espagnol, tchèque, hongrois), elle tomba par la suite dans un oubli presque total, jusqu'à ce que son abondante production connaisse un regain d'intérêt, grâce au renouvellement des études sur la littérature de la fin du dix-neuvième siècle.

",Jane le vaudère nom plume jeanne Scrive femme lettre français Paris 15 avril 1857 ibid 26 juillet 1908 son œuvre intersection naturalisme mouvement décadent représentatif esprit style disposer assez large public avant grand guerre traduite plusieurs langue allemand portugais espagnol tchèque hongrois tomber suite oubli presque total abondant production connaître regain intérêt grâce renouvellement étude littérature fin siècle,17
497,Camille_Mauclair,décadentisme,"Camille Mauclair, nom de plume de Camille Laurent Célestin Faust, né le 29 novembre 1872 à Paris 5e et mort le 23 avril 1945 dans le 7e arrondissement de Paris, est un poète, romancier, historien d'art et critique littéraire français.
Il fut un vichyste convaincu, chantre de l'antisémitisme sous l'Occupation.

",Camille mauclair nom plume Camille Laurent Célestin Faust naître 29 novembre 1872 Paris cinquième mort 23 avril 1945 7e arrondissement Paris poète romancier historien art critique littéraire français il vichyste convaincre chantre antisémitisme sous occupation,17
498,Octave_Mirbeau,décadentisme,"Octave Mirbeau, né le 16 février 1848 à Trévières (Calvados) et mort le 16 février 1917 à Paris, était un écrivain, critique d'art et journaliste français. Il connut une célébrité européenne et de grands succès populaires, tout en étant également apprécié et reconnu par les avant-gardes littéraires et artistiques.
Journaliste influent et fort bien rémunéré, critique d’art défenseur des avant-gardes, pamphlétaire redouté, Octave Mirbeau était aussi un romancier novateur, qui a contribué à l'évolution du genre romanesque, et un dramaturge, à la fois classique et moderne, qui a triomphé sur toutes les grandes scènes du monde. Mais, après sa mort, il traverse pendant un demi-siècle une période de purgatoire. Il est visiblement trop dérangeant pour la classe dirigeante, tant sur le plan littéraire et esthétique que sur le plan politique et social.
Inclassable sur un plan littéraire, il fait fi des étiquettes, des théories et des écoles, et il étend à tous les genres littéraires sa contestation radicale des institutions culturelles. Il est aussi politiquement incorrect, farouchement individualiste et libertaire. Il incarne ainsi une figure d'intellectuel critique, potentiellement subversif et « irrécupérable » selon l'expression utilisée par Jean-Paul Sartre dans sa pièce de théâtre Les Mains sales (1948).
Guy de Maupassant lui a dédie sa nouvelle Aux champs (1882).",octave Mirbeau naître 16 février 1848 Trévières Calvados mort 16 février 1917 Paris écrivain critique art journaliste français il connaître célébrité européen grand succès populaire tout également apprécier reconnaître littéraire artistique Journaliste influer fort bien rémunérer critique art défenseur pamphlétaire redouter octave Mirbeau aussi romancier novateur avoir contribuer évolution genre romanesque dramaturge fois classique moderne avoir triompher tout grand scène monde mais après mort traverse pendant période purgatoire il visiblement trop dérangeant classe dirigeant tant plan littéraire esthétique plan politique social inclassable plan littéraire faire fi étiquette théorie école étendre tout genre littéraire contestation radical institution culturel il aussi politiquement incorrect farouchement individualiste libertaire il incarne ainsi figure intellectuel critique potentiellement subversif irrécupérable selon expression utiliser Sartre pièce théâtre le main sale 1948 Guy Maupassant avoir dédier nouvelle à champ 1882,17
499,Hugues_Rebell,décadentisme,"Georges Grassal de Choffat, dit Hugues Rebell, est un écrivain français né à Nantes le 27 octobre 1867 et mort à Paris le 6 mars 1905.
Hugues Rebell est un écrivain méconnu, souvent considéré rapidement comme un auteur érotique, voire pornographique, dont on ne retient généralement qu'un seul titre, Les nuits chaudes du Cap Français (1902), qui lui a valu le prix Nocturne en 1966. Pourtant, c'est aussi un poète dont Les Chants de la pluie et du soleil, dédiés à son ami René Boylesve, ont inspiré André Gide dans Les Nourritures Terrestres. Il était également connu comme un polémiste proche du royalisme dans Union des trois aristocraties (1894) (celles du nom, de l'argent et du talent), ce qui lui valut d'être remarqué par Charles Maurras et l'Action française.",Georges Grassal Choffat dit Hugues Rebell écrivain français naître Nantes 27 octobre 1867 mort Paris 6 mars 1905 hugue Rebell écrivain méconnaître souvent considérer rapidement comme auteur érotique voire pornographique dont retenir généralement seul titre le nuit chaude cap français 1902 avoir valoir prix Nocturne 1966 pourtant aussi poète dont le chant pluie soleil dédier ami René Boylesve inspirer André gide le nourriture terrestre il également connaître comme polémiste proche royalisme Union trois aristocratie 1894 celui nom argent talent valoir être remarquer Charles Maurras action français,17
500,Georges_Eekhoud,décadentisme,"Georges Eekhoud, né le 27 mai 1854 à Anvers et mort le 29 mai 1927 à Schaerbeek, est un écrivain francophone, homosexuel et anarchiste, belge.
En 1899, il publia Escal-Vigor au Mercure de France, un des premiers romans modernes qui traite de l'homosexualité. Le livre fit scandale et il fut poursuivi. Plusieurs écrivains de renom prirent position en faveur de l'auteur. Un procès à huis clos eut lieu, qui se termina par l'acquittementAcquittement (droit) de l'écrivain.
Flamand  par la naissance et l'ascendance, il reçut, comme Maurice Maeterlinck, Émile Verhaeren ou Georges Rodenbach, une éducation francophone. Il ne  renia jamais intimement son origine flamande. Il choisit d'écrire en français parce que la littérature qui s'écrivait dans cette langue, en Belgique, à l'époque, était la littérature prestigieuse, mais il écrivit, pour des raisons économiques, des romans populaires en néerlandais sous pseudonyme et il collabora à la presse flamande, sous son nom.",Georges Eekhoud naître 27 mai 1854 anver mort 29 mai 1927 Schaerbeek écrivain francophone homosexuel anarchiste belge en 1899 publier Escal Vigor Mercure France premier roman moderne traire homosexualité le livre faire scandale poursuivre plusieurs écrivain renom prirent position faveur auteur un procès huis clore lieu terminer acquittementacquittement droit écrivain flamand naissance ascendance recevoir comme Maurice Maeterlinck Émile Verhaeren Georges Rodenbach éducation francophone il renier jamais intimemer origine flamand il choisir écrir français parce littérature écrire ce langue Belgique époque littérature prestigieux écrire raison économique roman populaire néerlandais sous pseudonyme collaborer presse flamand sous nom,17
501,Jean_Lorrain,décadentisme,"Jean Lorrain, pseudonyme de Paul Alexandre Martin Duval, est un écrivain français à très forte tendance parnassienne, né le 9 août 1855 à Fécamp, en Haute-Normandie, et mort le 30 juin 1906 à Paris.
Jean Lorrain est l'un des écrivains scandaleux de la Belle Époque, au même titre que Rachilde, Hugues Rebell et Fabrice Delphi. Ses œuvres peuvent être rapprochées de la littérature fin de siècle. Il était ouvertement homosexuel, ce qui était très audacieux à l'époque.",Jean Lorrain pseudonyme Paul Alexandre Martin Duval écrivain français très fort tendance parnassien naître 9 août 1855 Fécamp mourir 30 juin 1906 Paris Jean Lorrain écrivain scandaleux Belle époque titre Rachilde Hugues Rebell Fabrice Delphi son œuvre pouvoir être rapprocher littérature fin siècle il ouvertement homosexuel très audacieux époque,17
502,Henri_Barbusse,décadentisme,"Henri Barbusse est un écrivain, homme politique, scénariste et journaliste français, né le 17 mai 1873 à Asnières et mort le 30 août 1935 à Moscou.

",Henri Barbusse écrivain homme politique scénariste journaliste français naître 17 mai 1873 asnière mort 30 août 1935 Moscou,17
503,Georges_Fourest,décadentisme,"Georges Fourest est un écrivain et poète français, né à Limoges le 6 avril 1864 et mort à Paris le 25 janvier 1945.",Georges Fourest écrivain poète français naître Limoges 6 avril 1864 mort Paris 25 janvier 1945,17
504,Rachilde,décadentisme,"Marguerite Eymery, Madame Alfred Vallette, dite Rachilde, née au domaine de Cros (entre Château-l'Évêque et Périgueux, Dordogne) le 11 février 1860 et morte à Paris le 4 avril 1953, est une femme de lettres française.
Elle publia sous les pseudonymes de Jean de Childra et Jean de Chibra.",Marguerite Eymery monsieur Alfred Vallette dire Rachilde naître domaine cro entre Périgueux Dordogne 11 février 1860 mort Paris 4 avril 1953 femme lettre français lui publia sous pseudonyme Jean Childra Jean Chibra,17
505,Albert_Camus,absurde,"Albert Camus, né le 7 novembre 1913 à Mondovi (aujourd’hui Dréan), en Algérie, et mort accidentellement le 4 janvier 1960 à Villeblevin, est un écrivain, philosophe, romancier, dramaturge, essayiste et nouvelliste français. Il est aussi journaliste militant engagé dans la Résistance française et, proche des courants libertaires, dans les combats moraux de l'après-guerre.
Son œuvre comprend des pièces de théâtre, des romans, des nouvelles, des films, des poèmes et des essais dans lesquels il développe un humanisme fondé sur la prise de conscience de l'absurde de la condition humaine mais aussi sur la révolte comme réponse à l'absurde, révolte qui conduit à l'action et donne un sens au monde et à l'existence. Il reçoit le prix Nobel de littérature en 1957.
Dans le journal Combat, il prend position aussi bien sur la question de l'indépendance de l'Algérie que sur ses rapports avec le Parti communiste algérien, qu'il quitte après un court passage de deux ans. Il proteste successivement contre les inégalités qui frappent les musulmans d'Afrique du Nord, puis contre la caricature du pied-noir exploiteur, ou prenant la défense des Espagnols exilés antifascistes, des victimes du stalinisme et des objecteurs de conscience. En marge de certains courants philosophiques, Camus est d'abord témoin de son temps et ne cesse de lutter contre les idéologies et les abstractions qui détournent de l'humain. Il est ainsi amené à s'opposer à l'existentialisme et au marxisme, sa critique du totalitarisme soviétique lui vaut les anathèmes de communistes et sa rupture avec Jean-Paul Sartre.

",Albert Camus naître 7 novembre 1913 Mondovi Dréan Algérie mort accidentellement 4 janvier 1960 Villeblevin écrivain philosophe romancier dramaturge essayiste nouvellist français il aussi journaliste militer engager Résistance français proche courant libertaire combat moraux son œuvre comprendre pièce théâtre roman nouveau film poème essai lequel développe humanisme fonder prise conscience absurde condition humain aussi révolte comme réponse absurde révolte conduire action donne sens monde existence il recevoir prix Nobel littérature 1957 dans journal Combat prendre position aussi bien question indépendance algérie rapport Parti communiste algérien quitte après court passage deux an il proteste successivement contre inégalité frapper musulman Afrique nord puis contre caricature exploiteur prendre défense espagnol exiler antifasciste victime stalinisme objecteur conscience en marge certain courant philosophique Camus abord témoin temps cesse lutter contre idéologie abstraction détourner humain il ainsi amener opposer existentialisme marxisme critique totalitarisme soviétique valoir anathème communiste rupture Sartre,13
506,Bertolt_Brecht,absurde,"Bertolt Brecht, né le 10 février 1898 à Augsbourg (Bavière) et mort le 14 août 1956 à Berlin-Est (RDA), est un dramaturge, metteur en scène, écrivain et poète allemand.
Il acquiert une renommée internationale avec L'Opéra de quat'sous créé en 1928. Vivant en exil en Scandinavie, puis aux États-Unis pendant la période nazie, il est inquiété au moment du maccarthysme. Il s'installe en 1949 à Berlin-Est, en République démocratique allemande, où il crée la compagnie du Berliner Ensemble avec son épouse, la comédienne Helene Weigel.
Son nom est lié au théâtre épique, genre qu'il théorise dans Petit Organon pour le théâtre.",Bertolt Brecht naître 10 février 1898 Augsbourg bavière mort 14 août 1956 Berlin Est RDA dramaturge metteur scène écrivain poète allemand il acquérir renommée international opéra sous créer 1928 vivant exil Scandinavie puis pendant période nazi inquiéter moment maccarthysme il installe 1949 Berlin Est République démocratique allemand où créer compagnie Berliner ensemble épouse comédien Helene Weigel son nom lier théâtre épique genre théorise petit organon théâtre,13
